timestamp,split,device_id,port_id,port_role,in_bps,out_bps,in_pps,out_pps,avg_pkt_bytes,broadcast_ratio,multicast_ratio
2026-01-05 00:00:00,estimate,core-sw-01,port-id7429,server-uplink,93622169.15864782,51521194.69877578,15859.251657101353,7152.709124769684,753.31181018089,0.013122078882819872,0.022516954812323336
2026-01-05 00:05:00,estimate,core-sw-01,port-id7429,server-uplink,73623011.90730724,37546685.46338897,12187.798679077605,5034.264996746303,805.8603494268126,0.018185772397714378,0.029025788553870276
2026-01-05 00:10:00,estimate,core-sw-01,port-id7429,server-uplink,76805095.1734825,43627083.64913988,12525.686365051759,5877.948405430985,814.9555863681492,0.016803581850287793,0.028343626748685066
2026-01-05 00:15:00,estimate,core-sw-01,port-id7429,server-uplink,81255500.34749968,44710952.419266276,13128.763569516806,6238.6428346680605,850.6273411369849,0.015489301381409285,0.026667140400335014
2026-01-05 00:20:00,estimate,core-sw-01,port-id7429,server-uplink,69380093.90208367,37091561.91942818,11200.944147476841,5207.342961112288,818.9864939416616,0.01797785732861509,0.032436385661844196
2026-01-05 00:25:00,estimate,core-sw-01,port-id7429,server-uplink,70159871.05982502,39335423.81830607,11624.421731212258,5393.562461128418,786.1781107659939,0.018006199945376333,0.03079365295686294
2026-01-05 00:30:00,estimate,core-sw-01,port-id7429,server-uplink,71787612.0540899,42295185.59019122,11203.70161533028,5561.482747453656,858.0341256816224,0.01852804255208645,0.03177359903113024
2026-01-05 00:35:00,estimate,core-sw-01,port-id7429,server-uplink,76423987.3586767,45214966.13103071,12831.68666999236,6294.090448127727,776.0878767812607,0.01648346328314661,0.02750060108809044
2026-01-05 00:40:00,estimate,core-sw-01,port-id7429,server-uplink,62730925.28650471,36289633.385898344,10344.7682897149,5092.762044080732,808.8537587684863,0.020016615211213395,0.033137491600796105
2026-01-05 00:45:00,estimate,core-sw-01,port-id7429,server-uplink,66656035.967639215,38096164.63360907,10701.760076981629,5222.962803493057,824.1035823633283,0.01906124667727222,0.03329981925870582
2026-01-05 00:50:00,estimate,core-sw-01,port-id7429,server-uplink,67545883.92258501,37270812.833925284,10780.799233870062,4976.959557106796,806.5248034724508,0.019170032694220046,0.033354094100685246
2026-01-05 00:55:00,estimate,core-sw-01,port-id7429,server-uplink,72068812.62022497,40693793.531328,11951.601410081912,5570.933977094139,813.1609912843361,0.017471273428786138,0.03016050508625825
2026-01-05 01:00:00,estimate,core-sw-01,port-id7429,server-uplink,73916366.75786784,41404599.338038646,12179.337942525723,5661.629606566641,829.4625182034578,0.01693009133236731,0.028192712956739217
2026-01-05 01:05:00,estimate,core-sw-01,port-id7429,server-uplink,86660510.52972883,50322316.81038229,13941.42718395271,6815.4384958228475,864.042181313438,0.013949609897107359,0.02492771276541873
2026-01-05 01:10:00,estimate,core-sw-01,port-id7429,server-uplink,81060662.07940792,44905710.75366084,13425.470369210505,6183.8316991707525,755.7159637584343,0.016273990049173365,0.02753339287042209
2026-01-05 01:15:00,estimate,core-sw-01,port-id7429,server-uplink,55220723.43375598,36458462.517250076,8980.795463412647,4960.861303112501,817.1351735861335,0.021479609558985063,0.03656470527225922
2026-01-05 01:20:00,estimate,core-sw-01,port-id7429,server-uplink,73172903.69287099,43029817.2708039,11844.707746460193,5841.996225949317,847.8454604941546,0.017611878082473026,0.03014216014153033
2026-01-05 01:25:00,estimate,core-sw-01,port-id7429,server-uplink,88780907.41726415,48623022.12321237,14494.6247879588,6749.469609631531,800.6649814813042,0.014984689481381427,0.024860723242461084
2026-01-05 01:30:00,estimate,core-sw-01,port-id7429,server-uplink,71479489.00296883,41946975.7310926,11933.353618155103,5762.24152773,764.3191134101041,0.01754964607183254,0.028058341440977182
2026-01-05 01:35:00,estimate,core-sw-01,port-id7429,server-uplink,94790055.07498808,47817628.20663683,15634.851693985214,6515.434612572048,784.553173657883,0.013873466200437258,0.023613159020756426
2026-01-05 01:40:00,estimate,core-sw-01,port-id7429,server-uplink,64091869.37289068,41849561.950248145,10341.543890960009,5905.178305690892,809.8041435154684,0.019516931658462418,0.03065708435615769
2026-01-05 01:45:00,estimate,core-sw-01,port-id7429,server-uplink,60719356.859073125,32168830.645256322,10212.056026711543,4335.606229547218,795.833657658099,0.02172208540784259,0.03561471997469471
2026-01-05 01:50:00,estimate,core-sw-01,port-id7429,server-uplink,71740168.63235967,37179326.49825995,11733.47468739969,4926.62862375649,800.9609303279636,0.018079666533064937,0.030183345211348384
2026-01-05 01:55:00,estimate,core-sw-01,port-id7429,server-uplink,64136490.676624164,36565724.93421522,10377.481568122324,4954.566205315919,839.0797756770171,0.020359680187529625,0.034676695738334436
2026-01-05 02:00:00,estimate,core-sw-01,port-id7429,server-uplink,72200757.47151342,38725110.92508154,12001.271795924773,5146.2904967527875,821.9066344200426,0.018142231046623703,0.02929311589137498
2026-01-05 02:05:00,estimate,core-sw-01,port-id7429,server-uplink,72773167.67130807,39256442.9237239,11687.32952548504,5240.509036768258,816.4564145764883,0.01715197691243253,0.03125608921598049
2026-01-05 02:10:00,estimate,core-sw-01,port-id7429,server-uplink,59031420.23015057,36097344.17961201,9325.196293812734,4806.057960369679,815.2521647897006,0.021421972959566826,0.036296520142299164
2026-01-05 02:15:00,estimate,core-sw-01,port-id7429,server-uplink,80513306.86071031,44695218.94889332,13178.082384261848,6038.359661922754,792.3262743157576,0.016204458072304986,0.028079274038771296
2026-01-05 02:20:00,estimate,core-sw-01,port-id7429,server-uplink,75049056.25183176,40767739.092982255,11960.962109633383,5521.911634874249,812.5448703477837,0.01714648029799515,0.029665261080860164
2026-01-05 02:25:00,estimate,core-sw-01,port-id7429,server-uplink,71148355.29372177,33959519.12950545,11609.463661295964,4579.58750826577,791.6474075389995,0.01889516923463646,0.032145796681477434
2026-01-05 02:30:00,estimate,core-sw-01,port-id7429,server-uplink,79418581.35255578,43913524.18336955,13054.459352315855,6166.328711613803,843.0961388552416,0.015333985867390505,0.02812219315645163
2026-01-05 02:35:00,estimate,core-sw-01,port-id7429,server-uplink,60862756.06646032,31825362.15247269,9911.742947873929,4183.953968792802,858.7680802310161,0.02126283060814017,0.037455703102392
2026-01-05 02:40:00,estimate,core-sw-01,port-id7429,server-uplink,77927171.21226063,45151105.325507574,12963.52444063509,6149.227190633021,820.012651265164,0.015788428600764248,0.026499977505772876
2026-01-05 02:45:00,estimate,core-sw-01,port-id7429,server-uplink,75087054.30232784,42654679.131564595,11969.033559727093,5799.920244768378,811.6237287966698,0.016984603473131868,0.02989610011216021
2026-01-05 02:50:00,estimate,core-sw-01,port-id7429,server-uplink,72373505.73898582,39710809.45630622,11924.918775569105,5616.604798980662,776.6455170140357,0.016887789450644116,0.031127701033796733
2026-01-05 02:55:00,estimate,core-sw-01,port-id7429,server-uplink,74660196.83070314,41969115.75968414,11921.70495104563,5826.274841068969,793.464491673031,0.017297180994044783,0.029480318362854085
2026-01-05 03:00:00,estimate,core-sw-01,port-id7429,server-uplink,77675365.59120972,44028469.17836727,12258.732438899118,6104.068338121695,868.9536561833693,0.01799909572617476,0.027842900837999108
2026-01-05 03:05:00,estimate,core-sw-01,port-id7429,server-uplink,81037736.89181653,40968184.17539368,13863.435182933224,5703.622998114059,787.7665995076472,0.016163064328282045,0.02811462545691288
2026-01-05 03:10:00,estimate,core-sw-01,port-id7429,server-uplink,69834080.96656825,40343580.29273942,11905.642261446226,5470.952212258894,820.4209292670212,0.017918443806305327,0.030813091977564547
2026-01-05 03:15:00,estimate,core-sw-01,port-id7429,server-uplink,62100447.17713581,35011511.97034093,10166.634113804705,4858.1490621085,850.1743395991051,0.020224674672047704,0.03537725239186513
2026-01-05 03:20:00,estimate,core-sw-01,port-id7429,server-uplink,78269774.4033634,37460757.51805943,12940.31460546645,5209.5996130671165,787.2816276651417,0.017137158826257062,0.028507381924025573
2026-01-05 03:25:00,estimate,core-sw-01,port-id7429,server-uplink,62300754.48974155,35609519.14354865,10079.698778260508,4970.780486652203,802.663997474619,0.02036196154293127,0.033171972511257274
2026-01-05 03:30:00,estimate,core-sw-01,port-id7429,server-uplink,74807609.50464462,38325400.45698899,12267.435836448796,5283.520361060174,817.445277317813,0.01711091916558263,0.031769889723452995
2026-01-05 03:35:00,estimate,core-sw-01,port-id7429,server-uplink,91777982.34035064,49858716.8064593,15547.37210290558,6797.7847725687825,783.7742943940509,0.014006739251210924,0.023743223698734682
2026-01-05 03:40:00,estimate,core-sw-01,port-id7429,server-uplink,89593829.00331551,50145517.97343616,15179.640521831016,7089.11124740042,755.0958983701995,0.01394947970015689,0.023320584027117876
2026-01-05 03:45:00,estimate,core-sw-01,port-id7429,server-uplink,78522086.21983117,45550420.627850115,12618.649322486295,6261.579532986136,807.7721725682833,0.01643841041916565,0.028899157707971742
2026-01-05 03:50:00,estimate,core-sw-01,port-id7429,server-uplink,80198968.35439205,45734181.95599333,13334.394827348562,6203.601237572635,831.6036721011205,0.015024863813605183,0.028684321625007166
2026-01-05 03:55:00,estimate,core-sw-01,port-id7429,server-uplink,76759299.29362753,47150501.349166445,12468.78951456978,6359.662440306622,825.8369682529013,0.016828741838745814,0.02765688670195488
2026-01-05 04:00:00,estimate,core-sw-01,port-id7429,server-uplink,85019297.10368755,44650224.9622139,14135.672928462749,6197.007054805903,828.9150798895621,0.015167455503770723,0.026920738055914308
2026-01-05 04:05:00,estimate,core-sw-01,port-id7429,server-uplink,83139674.72177145,48825305.91969266,13606.589200614084,6649.882202408996,809.8248453534261,0.01484280062920357,0.02724780844407233
2026-01-05 04:10:00,estimate,core-sw-01,port-id7429,server-uplink,87387134.97167034,48070307.18581051,14110.728981511946,6333.060750825541,822.5045629438338,0.014996799416449129,0.026817210653798385
2026-01-05 04:15:00,estimate,core-sw-01,port-id7429,server-uplink,70714591.9940838,37807970.11178993,11539.790554369902,5083.549098284598,819.4578764395621,0.01906865521344873,0.0335733691051418
2026-01-05 04:20:00,estimate,core-sw-01,port-id7429,server-uplink,67819222.59039174,35897428.8850854,11472.48304736071,5103.32145222437,786.9063022451893,0.019311459396993934,0.032974206314761424
2026-01-05 04:25:00,estimate,core-sw-01,port-id7429,server-uplink,72939058.49819888,37300985.322094634,11933.148735450744,5103.232094902188,808.3556531511379,0.01857127164680134,0.03219580577867166
2026-01-05 04:30:00,estimate,core-sw-01,port-id7429,server-uplink,76782898.40886751,45530581.58030298,12821.199271929534,6124.572083878129,822.6481774711507,0.01718147222349329,0.029681335478249866
2026-01-05 04:35:00,estimate,core-sw-01,port-id7429,server-uplink,95147910.19201632,52319310.78167955,15123.227715874287,6948.562432981948,805.2155767883706,0.014797681049769853,0.02541187232694567
2026-01-05 04:40:00,estimate,core-sw-01,port-id7429,server-uplink,69616411.61261229,39610013.03715884,11675.616577931025,5356.325308805162,799.60902281038,0.019751326633608932,0.03422507886587984
2026-01-05 04:45:00,estimate,core-sw-01,port-id7429,server-uplink,79288336.18062182,42682159.32507246,12975.175091772013,5785.640404369917,838.1391017902314,0.017577274674647998,0.030975385697398394
2026-01-05 04:50:00,estimate,core-sw-01,port-id7429,server-uplink,89803244.20706177,46315568.26301979,14578.912389487914,6443.16382435929,823.1151347041613,0.016326710271151765,0.026545021147523207
2026-01-05 04:55:00,estimate,core-sw-01,port-id7429,server-uplink,89678733.27533501,45763181.78943404,14903.058160451106,6373.49434186764,794.9646808772883,0.016252271396481194,0.027292003314387747
2026-01-05 05:00:00,estimate,core-sw-01,port-id7429,server-uplink,86565271.4268092,45025054.8584218,14066.598903871016,6236.033608469863,782.6387805778536,0.016218476985275614,0.02812242932640761
2026-01-05 05:05:00,estimate,core-sw-01,port-id7429,server-uplink,92108033.4662154,50255718.2963538,15120.782862404321,7082.6448013460795,787.7553907437199,0.015728211780387705,0.026389521233857804
2026-01-05 05:10:00,estimate,core-sw-01,port-id7429,server-uplink,237972769.75229383,297146815.95284617,35894.42829696994,33821.11566901349,947.6545424301685,0.004759587472349079,0.008508318411644792
2026-01-05 05:15:00,estimate,core-sw-01,port-id7429,server-uplink,245393469.26425496,299583013.6670247,36949.07590113792,34168.82598158521,960.0559453518621,0.004824351420103963,0.00898680294109545
2026-01-05 05:20:00,estimate,core-sw-01,port-id7429,server-uplink,249758055.97996765,304807623.1159018,38563.93546575541,35718.53447300094,933.8356271635854,0.0051225216864364395,0.00806728784682063
2026-01-05 05:25:00,estimate,core-sw-01,port-id7429,server-uplink,231285784.91162178,296779208.3084859,34045.48829298695,33311.618489699285,990.9153350882212,0.005442467193517072,0.00960214412216922
2026-01-05 05:30:00,estimate,core-sw-01,port-id7429,server-uplink,245731791.0996828,305134603.4325943,36268.83658333751,34723.29209386595,969.5693665031414,0.005179832619491969,0.009133942780092311
2026-01-05 05:35:00,estimate,core-sw-01,port-id7429,server-uplink,237754017.7156081,296020936.070839,35036.11252860721,33535.10270421394,958.6498357623124,0.005635690800496201,0.009313175121790675
2026-01-05 05:40:00,estimate,core-sw-01,port-id7429,server-uplink,230258205.296333,294066409.94711834,34064.79591337386,33924.5458136862,941.8353951362661,0.005948221316324885,0.009456397642057563
2026-01-05 05:45:00,estimate,core-sw-01,port-id7429,server-uplink,266357004.16400948,310532497.646582,38191.87800183641,34898.06786654433,1014.8277472331512,0.005338888573101711,0.009520612608635065
2026-01-05 05:50:00,estimate,core-sw-01,port-id7429,server-uplink,254497718.08895978,307193157.03502357,38038.00470170231,35351.81719487993,953.512158401333,0.005396498288913214,0.009651574133148438
2026-01-05 05:55:00,estimate,core-sw-01,port-id7429,server-uplink,237668251.6235069,300617924.7280078,35293.71371877173,34309.79290363078,972.4422753040552,0.006136522114587124,0.010517815867819816
2026-01-05 06:00:00,estimate,core-sw-01,port-id7429,server-uplink,245674454.07026497,300242838.1850324,37055.41668069689,34187.75140976823,978.9369370848805,0.006098979310893229,0.010272516182272342
2026-01-05 06:05:00,estimate,core-sw-01,port-id7429,server-uplink,250617719.97285917,304420439.93629,37604.68263578424,34853.0174872051,961.5806982142096,0.005955487539115087,0.011182647985379834
2026-01-05 06:10:00,estimate,core-sw-01,port-id7429,server-uplink,276482250.7572053,316234791.55571854,40128.47581593351,36207.89046058139,963.8556481242986,0.006080576207199371,0.010425870827946231
2026-01-05 06:15:00,estimate,core-sw-01,port-id7429,server-uplink,275887792.6182356,321527433.35284674,41014.11474649718,36310.02518268257,961.7867502099348,0.006223763917532511,0.01051998023980739
2026-01-05 06:20:00,estimate,core-sw-01,port-id7429,server-uplink,271684928.29221636,316271076.71830535,41548.24858185032,35847.39664066256,968.8943871587159,0.006495911461737237,0.011217658402217686
2026-01-05 06:25:00,estimate,core-sw-01,port-id7429,server-uplink,275529935.46743566,314789451.1981775,40535.211598455426,35932.33330332446,957.173810083529,0.006833120927105756,0.011733659732071211
2026-01-05 06:30:00,estimate,core-sw-01,port-id7429,server-uplink,267706258.34726894,313668602.0121565,40800.58867443564,36208.926051602786,924.0758980506458,0.007039811880705931,0.011710233556965101
2026-01-05 06:35:00,estimate,core-sw-01,port-id7429,server-uplink,290340027.29821646,326977124.3040311,43447.31780961242,37198.333502575,967.7563475156629,0.0071275559599384974,0.011790994073608556
2026-01-05 06:40:00,estimate,core-sw-01,port-id7429,server-uplink,278095479.31877506,317748637.4915899,41456.97209644955,36500.56295121651,918.4068817755751,0.0073808361691897655,0.012796930898306825
2026-01-05 06:45:00,estimate,core-sw-01,port-id7429,server-uplink,279243364.02978635,321419472.0531061,41576.27643745793,36151.530459706686,968.9639367192675,0.007833851909380221,0.01323035685462434
2026-01-05 06:50:00,estimate,core-sw-01,port-id7429,server-uplink,293719893.4019926,328008471.1504222,43995.20104671085,37142.82523522155,961.9645284185256,0.007751206402049158,0.01284922621313074
2026-01-05 06:55:00,estimate,core-sw-01,port-id7429,server-uplink,312084487.54127336,340161839.01616865,47294.20261215188,39215.14772260086,936.8290571810462,0.007642251311553013,0.012594631067447556
